scene,face,chart,delta,triangles,u0,u1,v0,v1,nu,nv,muu,muv,mvv,mu1,mv1,cells,grid_cells,patch_cells,opt_cells,span_opt_cells,worst_cert,worst_dev,dev_samples,bands,cap_bands,snap_bands,realized_aspect
spacer/spacer,15,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,16,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,17,plane,1e-2,1,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,18,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,19,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,20,plane,1e-2,1,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,21,plane,1e-2,1,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,22,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,23,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,24,plane,1e-2,1,,,,,,,,,,,,,,,,,,,,,,,
spacer/spacer,25,plane,1e-2,1,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,0,plane,1e-2,62,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,1,plane,1e-2,62,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,2,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,3,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,4,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,5,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,6,cylinder,1e-2,28,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,7,cylinder,1e-2,28,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,8,cylinder,1e-2,28,,,,,,,,,,,,,,,,,,,,,,,
plate/plate,9,cylinder,1e-2,28,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,0,plane,2e-2,11,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,1,plane,2e-2,11,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,2,cone,2e-2,59,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,3,sphere,2e-2,229,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,4,cylinder,2e-2,26,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,5,plane,2e-2,13,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,6,cone,2e-2,59,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,7,sphere,2e-2,229,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,8,cylinder,2e-2,26,,,,,,,,,,,,,,,,,,,,,,,
vase/vase,9,plane,2e-2,13,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,0,cylinder,5e-2,18,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,1,plane,5e-2,23,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,2,cylinder,5e-2,28,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,3,plane,5e-2,32,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,4,cylinder,5e-2,36,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,5,plane,5e-2,38,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,6,cone,5e-2,134,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,7,torus,5e-2,12996,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,8,cone,5e-2,134,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,9,plane,5e-2,38,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,10,cylinder,5e-2,36,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,11,plane,5e-2,32,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,12,cylinder,5e-2,28,,,,,,,,,,,,,,,,,,,,,,,
sheave/sheave,13,plane,5e-2,23,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,0,plane,2e-2,6,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,1,plane,2e-2,6,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,2,cylinder,2e-2,34,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,3,plane,2e-2,36,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,4,cylinder,2e-2,38,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,5,plane,2e-2,40,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,6,cylinder,2e-2,42,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,7,plane,2e-2,44,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,8,cylinder,2e-2,46,,,,,,,,,,,,,,,,,,,,,,,
chute/chute,9,plane,2e-2,40,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,0,plane,5e-3,151,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,1,plane,5e-3,151,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,2,cylinder,5e-3,12,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,3,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,4,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,5,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,6,cylinder,5e-3,10,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,7,cylinder,5e-3,74,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,8,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,9,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,10,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,11,cylinder,5e-3,108,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,12,cylinder,5e-3,12,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,13,cylinder,5e-3,28,,,,,,,,,,,,,,,,,,,,,,,
rocker/rocker,14,cylinder,5e-3,28,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,0,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,1,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,2,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,3,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,4,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,5,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,6,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,7,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,8,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,9,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,10,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,11,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,12,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,13,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,14,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,15,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,16,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,17,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,18,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,19,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,20,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,21,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,22,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,23,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,24,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diefillet/diefillet,25,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,0,plane,5e-3,18,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,1,plane,5e-3,98,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,2,plane,5e-3,66,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,3,plane,5e-3,34,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,4,plane,5e-3,50,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,5,plane,5e-3,82,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,6,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,7,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,8,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,9,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,10,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,11,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,12,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,13,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,14,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,15,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,16,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,17,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,18,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,19,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,20,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,21,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,22,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,23,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,24,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,25,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,26,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,27,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,28,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,29,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,30,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,31,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,32,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,33,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,34,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,35,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,36,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,37,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,38,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,39,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,40,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,41,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,42,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,43,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,44,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,45,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,46,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diepips/diepips,47,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,0,plane,5e-3,84,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,1,plane,5e-3,494,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,2,plane,5e-3,330,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,3,plane,5e-3,166,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,4,plane,5e-3,248,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,5,plane,5e-3,412,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,6,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,7,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,8,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,9,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,10,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,11,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,12,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,13,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,14,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,15,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,16,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,17,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,18,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,19,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,20,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,21,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,22,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,23,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,24,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,25,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,26,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,27,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,28,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,29,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,30,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,31,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,32,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,33,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,34,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,35,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,36,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,37,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,38,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,39,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,40,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,41,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,42,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,43,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,44,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,45,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,46,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,47,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,48,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,49,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,50,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,51,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,52,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,53,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,54,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,55,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,56,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,57,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,58,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,59,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,60,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,61,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,62,torus,5e-3,2080,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,63,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,64,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,65,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,66,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,67,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,68,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,69,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,70,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,71,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,72,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,73,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,74,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,75,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,76,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,77,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,78,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,79,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,80,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,81,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,82,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,83,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,84,cylinder,5e-3,8,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,85,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,86,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,87,sphere,5e-3,72,,,,,,,,,,,,,,,,,,,,,,,
diecomposed/diecomposed,88,sphere,5e-3,42,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,0,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,1,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,2,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,3,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,4,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,5,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,6,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,7,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,8,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,9,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,10,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,11,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,12,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,13,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,14,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,15,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,16,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,17,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,18,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,19,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,20,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,21,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,22,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,23,plane,5e-3,2,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,24,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamferblank/diechamferblank,25,plane,5e-3,1,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,0,plane,5e-3,18,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,1,plane,5e-3,98,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,2,plane,5e-3,66,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,3,plane,5e-3,34,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,4,plane,5e-3,50,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,5,plane,5e-3,82,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,6,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,7,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,8,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,9,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,10,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,11,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,12,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,13,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,14,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,15,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,16,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
diechamfer/diechamfer,17,sphere,5e-3,39,,,,,,,,,,,,,,,,,,,,,,,
